#X		#Y		#Wave		#Intensity
-14.240000	-49.580000	1869.226563	110.802101
-14.240000	-49.580000	1867.669922	123.648720
-14.240000	-49.580000	1866.113281	109.172989
-14.240000	-49.580000	1864.554688	112.359993
-14.240000	-49.580000	1862.996094	104.312035
-14.240000	-49.580000	1861.439453	126.752205
-14.240000	-49.580000	1859.880859	121.912827
-14.240000	-49.580000	1858.322266	102.641541
-14.240000	-49.580000	1856.761719	94.602493
-14.240000	-49.580000	1855.203125	102.597771
-14.240000	-49.580000	1853.642578	86.548409
-14.240000	-49.580000	1852.082031	116.975677
-14.240000	-49.580000	1850.521484	49.664009
-14.240000	-49.580000	1848.960938	102.510277
-14.240000	-49.580000	1847.400391	78.467697
-14.240000	-49.580000	1845.839844	102.466560
-14.240000	-49.580000	1844.277344	123.253784
-14.240000	-49.580000	1842.714844	132.829651
-14.240000	-49.580000	1841.152344	124.801231
-14.240000	-49.580000	1839.589844	92.781128
-14.240000	-49.580000	1838.027344	103.956673
-14.240000	-49.580000	1836.462891	127.919380
-14.240000	-49.580000	1834.898438	119.898842
-14.240000	-49.580000	1833.335938	108.685097
-14.240000	-49.580000	1831.771484	105.465973
-14.240000	-49.580000	1830.205078	124.615013
-14.240000	-49.580000	1828.640625	94.239967
-14.240000	-49.580000	1827.074219	100.607651
-14.240000	-49.580000	1825.509766	86.216736
-14.240000	-49.580000	1823.943359	121.316185
-14.240000	-49.580000	1822.376953	90.967728
-14.240000	-49.580000	1820.810547	143.602615
-14.240000	-49.580000	1819.242188	102.095627
-14.240000	-49.580000	1817.675781	121.212685
-14.240000	-49.580000	1816.107422	94.079247
-14.240000	-49.580000	1814.539063	94.059174
-14.240000	-49.580000	1812.970703	71.724739
-14.240000	-49.580000	1811.402344	101.986748
-14.240000	-49.580000	1809.832031	109.931000
-14.240000	-49.580000	1808.263672	114.686134
-14.240000	-49.580000	1806.693359	101.921478
-14.240000	-49.580000	1805.123047	108.268456
-14.240000	-49.580000	1803.552734	93.918762
-14.240000	-49.580000	1801.982422	120.954277
-14.240000	-49.580000	1800.410156	109.790314
-14.240000	-49.580000	1798.839844	98.631111
-14.240000	-49.580000	1797.267578	85.886177
-14.240000	-49.580000	1795.695313	144.703232
-14.240000	-49.580000	1794.123047	111.286415
-14.240000	-49.580000	1792.548828	114.441589
-14.240000	-49.580000	1790.976563	92.169380
-14.240000	-49.580000	1789.402344	123.925461
-14.240000	-49.580000	1787.830078	104.837616
-14.240000	-49.580000	1786.255859	112.755783
-14.240000	-49.580000	1784.679688	123.846107
-14.240000	-49.580000	1783.105469	125.407089
-14.240000	-49.580000	1781.531250	112.683571
-14.240000	-49.580000	1779.955078	104.725746
-14.240000	-49.580000	1778.378906	85.666405
-14.240000	-49.580000	1776.802734	74.545578
-14.240000	-49.580000	1775.226563	107.830139
-14.240000	-49.580000	1773.648438	85.611526
-14.240000	-49.580000	1772.072266	104.613968
-14.240000	-49.580000	1770.494141	109.345787
-14.240000	-49.580000	1768.916016	98.231750
-14.240000	-49.580000	1767.337891	118.803345
-14.240000	-49.580000	1765.759766	95.022369
-14.240000	-49.580000	1764.181641	72.834923
-14.240000	-49.580000	1762.601563	85.483597
-14.240000	-49.580000	1761.021484	77.551880
-14.240000	-49.580000	1759.441406	99.688255
-14.240000	-49.580000	1757.861328	120.233154
-14.240000	-49.580000	1756.281250	109.135719
-14.240000	-49.580000	1754.701172	128.088470
-14.240000	-49.580000	1753.119141	107.508080
-14.240000	-49.580000	1751.537109	132.775711
-14.240000	-49.580000	1749.955078	137.488312
-14.240000	-49.580000	1748.373047	165.898712
-14.240000	-49.580000	1746.791016	154.805695
-14.240000	-49.580000	1745.207031	180.041611
-14.240000	-49.580000	1743.625000	195.792862
-14.240000	-49.580000	1742.041016	214.694656
-14.240000	-49.580000	1740.457031	205.178955
-14.240000	-49.580000	1738.873047	228.804520
-14.240000	-49.580000	1737.287109	239.798965
-14.240000	-49.580000	1735.703125	301.261902
-14.240000	-49.580000	1734.117188	304.351379
-14.240000	-49.580000	1732.531250	294.826630
-14.240000	-49.580000	1730.945313	258.509216
-14.240000	-49.580000	1729.359375	272.637390
-14.240000	-49.580000	1727.773438	267.852264
-14.240000	-49.580000	1726.185547	250.467056
-14.240000	-49.580000	1724.597656	281.912048
-14.240000	-49.580000	1723.009766	262.956635
-14.240000	-49.580000	1721.421875	253.454865
-14.240000	-49.580000	1719.833984	236.087540
-14.240000	-49.580000	1718.246094	195.123947
-14.240000	-49.580000	1716.656250	160.470840
-14.240000	-49.580000	1715.066406	173.019745
-14.240000	-49.580000	1713.476563	146.249023
-14.240000	-49.580000	1711.886719	135.212097
-14.240000	-49.580000	1710.296875	139.898849
-14.240000	-49.580000	1708.705078	113.152367
-14.240000	-49.580000	1707.115234	124.126717
-14.240000	-49.580000	1705.523438	117.816589
-14.240000	-49.580000	1703.931641	97.374199
-14.240000	-49.580000	1702.339844	127.187439
-14.240000	-49.580000	1700.746094	113.031296
-14.240000	-49.580000	1699.154297	78.477142
-14.240000	-49.580000	1697.560547	103.567650
-14.240000	-49.580000	1695.966797	94.132240
-14.240000	-49.580000	1694.373047	112.934502
-14.240000	-49.580000	1692.779297	120.751305
-14.240000	-49.580000	1691.185547	116.021851
-14.240000	-49.580000	1689.589844	100.321724
-14.240000	-49.580000	1687.994141	122.240906
-14.240000	-49.580000	1686.398438	108.113014
-14.240000	-49.580000	1684.802734	68.926865
-14.240000	-49.580000	1683.207031	81.441566
-14.240000	-49.580000	1681.609375	78.292412
