	n ML	k ML
0.576651162790701	4.17555851516193	0.0496963449215918
0.575313225058008	4.19466125923636	0.0483396083174628
0.573981481481485	4.2157583198253	0.047688198881539
0.5726558891455	4.22979382178245	0.0473961412182707
0.571336405529958	4.25345736718661	0.0471412570889523
0.570022988505751	4.26596693780893	0.0468787796183386
0.568715596330279	4.27860166564448	0.046619117695294
0.567414187643025	4.28936708093176	0.0463678278183784
0.566118721461191	4.31293562756463	0.045990106129216
0.564829157175402	4.33241059748113	0.0456334257245793
0.563545454545458	4.36471588968214	0.0449173714846329
0.562267573696149	4.38152224420467	0.0468563387654582
0.560995475113126	4.40206410929836	0.0463885294156192
0.55972911963883	4.40412738300253	0.0468266826847505
0.558468468468472	4.4186959440485	0.0469083991106912
0.557213483146071	4.42061563960383	0.048891242842729
0.555964125560542	4.4411049625852	0.0487961002025892
0.554720357941838	4.44526315061591	0.0501844927694267
0.553482142857147	4.46477491204891	0.0504607620688466
0.552249443207131	4.47589246209115	0.0502057768874969
0.551022222222226	4.4835718122816	0.0500201828413484
0.549800443458984	4.50483883644877	0.0520126449199223
0.548584070796464	4.50926550179412	0.0534873360400384
0.547373068432675	4.53115983077901	0.0550529609196301
0.546167400881061	4.55224876947127	0.0557121434843978
0.544967032967037	4.55875666767057	0.0589657900287769
0.543771929824565	4.58115672569103	0.0607430769143103
0.542582056892783	4.59852491236146	0.064614569857352
0.541397379912668	4.60911066791614	0.0654078800062283
0.540217864923751	4.62222575958493	0.0672316072094432
0.539043478260874	4.63267947630455	0.0701026137790446
0.53787418655098	4.65463430324638	0.0714123963547797
0.536709956709961	4.68210667686164	0.0710753511390774
0.535550755939529	4.72043203355523	0.0716259190017019
0.534396551724142	4.73990655789967	0.0733251620280589
0.533247311827961	4.76146905390072	0.0748501164363879
0.53210300429185	4.76131215396963	0.0764300303573641
0.530963597430411	4.77709934470913	0.07671349929029
0.529829059829064	4.78745357489639	0.0797091351899015
0.528699360341155	4.79250023318703	0.0799533620294589
0.52757446808511	4.80005755267132	0.0830599002978349
0.526454352441618	4.80707519754826	0.0868473464917715
0.525338983050851	4.81848455934611	0.0883137443779896
0.524228329809729	4.79930571827645	0.0923533136740991
0.523122362869202	4.79639933873324	0.0948508989152497
0.522021052631583	4.77465702809282	0.0973025402917151
0.520924369747903	4.75493249968062	0.0984831363172022
0.519832285115308	4.7150152641512	0.0995611036203986
0.518744769874481	4.68105090008362	0.100731448771673
0.517661795407102	4.6449547017927	0.102032331291283
0.516583333333337	4.60802283575204	0.103297882271771
0.51550935550936	4.55802676388619	0.104833643528877
0.5144398340249	4.51147946630005	0.105024421494705
0.513374741200832	4.4731190062446	0.105882929479391
0.512314049586781	4.42909345626348	0.107235149698661
0.511257731958767	4.40003182325129	0.108086702337661
0.510205761316877	4.37395833318887	0.108984846762497
0.509158110882961	4.353794976396	0.108028331098014
0.508114754098365	4.34741527078671	0.106403218100068
0.507075664621681	4.33852349403645	0.1065527168428
0.506040816326535	4.33497936849528	0.106282791804081
0.505010183299393	4.32942709811647	0.10605663086563
0.503983739837403	4.3223338822285	0.105827460982838
0.502961460446252	4.3267409486982	0.105539087291721
0.501943319838061	4.33081566675433	0.105309875499196
0.500929292929297	4.34663547170634	0.105934380661679
0.499919354838714	4.34907829044204	0.107589404025137
0.498913480885316	4.36820274804984	0.107425706156946
0.49791164658635	4.37593327487672	0.110750322193674
0.496913827655315	4.37215629725286	0.112967769113965
0.495920000000004	4.39167045997823	0.116121772231767
0.494930139720563	4.41690597450055	0.117384056134284
0.493944223107574	4.43813706035852	0.117928131425657
0.492962226640163	4.44830604543812	0.120833763910638
0.491984126984131	4.46945824290495	0.121096333680557
0.491009900990103	4.48243718890665	0.12249625726599
0.490039525691704	4.49727657598925	0.123103923437811
0.489072978303752	4.51062663003793	0.125222601378819
0.488110236220477	4.526899374215	0.125917799248454
0.487151277013757	4.54747684985921	0.126887037990191
0.486196078431377	4.55794265937756	0.12761279132195
0.485244618395308	4.57240014338854	0.13029584747617
0.484296875000004	4.58241889969215	0.13100314850878
0.483352826510725	4.60705933241098	0.13261619647397
0.482412451361872	4.62040933145619	0.135507180445492
0.481475728155344	4.63775331134503	0.137678319360677
0.480542635658919	4.65238800742253	0.138423507377945
0.479613152804646	4.65816989163135	0.140332152380564
0.478687258687263	4.68106637733097	0.142630195398253
0.477764932562625	4.68635923096854	0.145989673967464
0.476846153846158	4.70221916589469	0.149558130681315
0.475930902111329	4.72093687790062	0.153253675995107
0.475019157088127	4.7246450513091	0.157572344692994
0.474110898661572	4.74921366430578	0.16132003073116
0.473206106870233	4.76672852334552	0.166074702651898
0.472304761904766	4.79155053505126	0.169615431775873
0.471406844106468	4.80698508988816	0.172158015141858
0.470512333965849	4.82216259017329	0.174783615273963
0.469621212121216	4.83717169485039	0.178496614681592
0.468733459357282	4.84640552249847	0.180927568648867
0.467849056603778	4.84430375868912	0.185107665778169
0.466967984934091	4.8463207001772	0.189054983063888
0.466090225563914	4.91284560967807	0.191898100176464
0.46521575984991	4.94523712764221	0.19653201794709
0.464344569288394	4.93544016098024	0.20264095721379
0.463476635514023	4.93899179553828	0.207140326644738
0.462611940298512	4.95324570179364	0.21183587566425
0.461750465549353	4.9564555493293	0.216143298161068
0.460892193308555	4.97728687207877	0.218275987491791
0.460037105751396	4.98785853326521	0.218452492482477
0.45918518518519	5.0101686008952	0.21700178011403
0.458336414048064	5.02224777512623	0.216350999421752
0.457490774907753	5.04396651159246	0.214695835917774
0.45664825046041	5.06453901107181	0.212173890333886
0.455808823529416	5.07558449846835	0.211667805853574
0.454972477064225	5.10598034638106	0.210470509769638
0.454139194139198	5.11765691593507	0.209383356595092
0.453308957952472	5.13459845527199	0.208802167853912
0.452481751824822	5.14685769526821	0.208086529573858
0.451657559198547	5.15858160717902	0.207647288360663
0.450836363636368	5.17086362137539	0.207224778253782
0.450018148820331	5.17436628474685	0.206261011775933
0.449202898550729	5.19594159088276	0.205694172637098
0.448390596745031	5.20898263762053	0.205942111496644
0.447581227436827	5.20406696735891	0.206928259196396
0.446774774774779	5.20512460048628	0.207131471377498
0.445971223021587	5.20760072690427	0.208560847877385
0.445170556552967	5.19820672209116	0.210991284129777
0.444372759856635	5.19438532854511	0.212187109589355
0.44357781753131	5.18522838683525	0.214959206123011
0.442785714285719	5.1700794178333	0.216801680253515
0.441996434937616	5.15768240460495	0.217757232551723
0.441209964412816	5.14226022995885	0.220188195843341
0.440426287744232	5.11511410685342	0.223165146474504
0.439645390070926	5.08930925463379	0.226398786176433
0.438867256637173	5.06126876193622	0.229448018052466
0.438091872791524	5.03179033716992	0.232537871531801
0.437319223985895	4.99443352587039	0.23642000137965
0.436549295774652	4.95094339231308	0.240511061758607
0.435782073813713	4.90950036695646	0.244874287734164
0.435017543859654	4.86405365514635	0.249520832810883
0.434255691768831	4.83069721479623	0.254038666061972
0.433496503496508	4.79086174275857	0.258759563415703
0.43273996509599	4.7355194386343	0.264767156102808
0.431986062717774	4.6626291560867	0.273402537439912
0.4312347826087	4.61851892431949	0.2779214207632
0.430486111111116	4.59716489023917	0.281374703891611
0.42974003466205	4.57657585051376	0.283894324261173
0.428996539792392	4.54867992454427	0.288675168051587
0.428255613126084	4.52215035182136	0.29440476346651
0.427517241379315	4.49024404214706	0.300977162796639
0.426781411359729	4.46277753132817	0.305345307358161
0.42604810996564	4.43609748388942	0.309996894962699
0.425317324185253	4.41771299686553	0.312997341670783
0.424589041095895	4.39062407222536	0.317143314182284
0.423863247863252	4.36967797199653	0.321637028375515
0.423139931740619	4.34932457749027	0.325824446467701
0.422419080068147	4.33126932968059	0.328084740441444
0.421700680272113	4.32350358109318	0.330294154975301
0.420984719864181	4.31474924082977	0.330851766056895
0.420271186440682	4.31005310088937	0.332456088509548
0.4195600676819	4.30035028978133	0.334688008835347
0.418851351351356	4.28808030033974	0.338189600636427
0.418145025295114	4.28554241168533	0.339568307898352
0.417441077441082	4.26908617464953	0.343217645278417
0.416739495798324	4.25695395077303	0.34588922417595
0.41604026845638	4.24810404910841	0.35104405177368
0.415343383584594	4.22347757110625	0.356638659476902
0.414648829431443	4.19834754382451	0.363627938619497
0.413956594323878	4.31677485490622	0.343305552611067
